,indicativo,fecha,tmed,velmedia,presmed
4670,9434,2015-10-10,17.0,2.2,980.3
4671,9434,2015-10-11,16.7,1.4,977.55
4672,9434,2015-10-12,21.0,3.6,981.1500000000001
4673,9434,2015-10-13,15.2,7.2,984.6
4674,9434,2015-10-14,13.3,10.6,984.45
4675,9434,2015-10-15,13.0,3.6,985.6
4676,9434,2015-10-16,11.8,1.4,986.7
4677,9434,2015-10-17,13.8,2.2,984.0
4678,9434,2015-10-18,18.2,1.7,982.95
4679,9434,2015-10-19,17.8,1.1,982.05
4680,9434,2015-10-20,14.7,9.4,986.0
4681,9434,2015-10-21,14.4,9.2,988.75
4682,9434,2015-10-22,14.2,9.4,990.3499999999999
4683,9434,2015-10-23,15.7,1.4,989.7
4684,9434,2015-10-24,16.7,0.8,989.4000000000001
4685,9434,2015-10-25,16.5,1.9,989.95
4686,9434,2015-10-26,17.4,4.2,984.6
4687,9434,2015-10-27,17.6,4.7,981.1500000000001
4688,9434,2015-10-28,16.0,3.9,985.2
4689,9434,2015-10-29,17.4,3.6,987.5999999999999
4690,9434,2015-10-30,16.9,4.2,988.8
4691,9434,2015-10-31,17.7,3.3,991.25
4692,9434,2015-11-01,13.9,4.4,993.55
4693,9434,2015-11-02,14.1,2.5,987.35
4694,9434,2015-11-03,14.0,2.5,988.5999999999999
4695,9434,2015-11-04,15.2,1.4,990.75
4696,9434,2015-11-05,17.0,3.9,992.25
4697,9434,2015-11-06,17.6,0.8,995.15
4698,9434,2015-11-07,17.4,1.1,997.15
4699,9434,2015-11-08,14.2,1.9,998.85
4700,9434,2015-11-09,15.9,2.2,1001.9
4701,9434,2015-11-10,13.5,1.1,999.7
4702,9434,2015-11-11,12.2,0.3,996.25
4703,9434,2015-11-12,11.2,0.8,996.3
4704,9434,2015-11-13,13.8,2.5,1000.0
4705,9434,2015-11-14,13.2,0.6,1001.0
4706,9434,2015-11-15,9.4,1.4,996.9000000000001
4707,9434,2015-11-16,9.8,1.4,993.85
4708,9434,2015-11-17,9.6,1.9,995.8
4709,9434,2015-11-18,10.0,1.4,997.3499999999999
4710,9434,2015-11-19,13.8,4.4,998.35
4711,9434,2015-11-20,14.2,3.9,992.7
4712,9434,2015-11-21,11.2,9.4,983.15
4713,9434,2015-11-22,8.2,5.3,984.0
4714,9434,2015-11-23,6.9,8.1,989.55
4715,9434,2015-11-24,7.5,5.6,994.55
4716,9434,2015-11-25,12.2,10.3,989.6
4717,9434,2015-11-26,12.7,11.7,987.2
4718,9434,2015-11-27,11.6,9.4,986.3
4719,9434,2015-11-28,11.2,8.6,993.7
4720,9434,2015-11-29,9.6,6.4,1003.45
4721,9434,2015-11-30,7.3,1.9,1004.0
4722,9434,2015-12-01,6.0,0.6,1001.95
4723,9434,2015-12-02,7.0,1.7,998.85
4724,9434,2015-12-03,7.4,1.7,1000.1500000000001
4725,9434,2015-12-04,8.7,3.1,1003.25
4726,9434,2015-12-05,9.6,0.8,1001.3
4727,9434,2015-12-06,9.0,0.6,999.3
4728,9434,2015-12-07,10.9,1.4,999.3
4729,9434,2015-12-08,10.8,1.4,1001.9
4730,9434,2015-12-09,11.4,2.8,1005.5
4731,9434,2015-12-10,7.0,1.4,1004.1
4732,9434,2015-12-11,6.8,1.1,1003.55
4733,9434,2015-12-12,6.5,0.8,998.2
4734,9434,2015-12-13,6.0,1.1,992.95
4735,9434,2015-12-14,5.9,1.9,992.55
4736,9434,2015-12-15,7.2,1.1,996.95
4737,9434,2015-12-16,9.2,0.8,1000.9000000000001
4738,9434,2015-12-17,9.0,2.5,998.1500000000001
4739,9434,2015-12-18,8.0,1.4,992.3
4740,9434,2015-12-19,9.9,2.5,994.0
4741,9434,2015-12-20,8.2,1.9,994.9
4742,9434,2015-12-21,9.2,0.3,1000.5
4743,9434,2015-12-22,6.2,1.7,1002.7
4744,9434,2015-12-23,6.1,2.2,1000.9
4745,9434,2015-12-24,7.8,1.4,999.25
4746,9434,2015-12-25,4.9,0.8,1001.7
4747,9434,2015-12-26,3.6,2.2,1002.05
4748,9434,2015-12-27,3.2,2.2,1001.05
4749,9434,2015-12-28,7.6,4.4,997.2
4750,9434,2015-12-29,10.4,2.5,998.1
4751,9434,2015-12-30,9.4,3.1,995.75
4752,9434,2015-12-31,8.8,1.7,994.25
4753,9434,2016-01-01,9.8,3.6,990.45
4754,9434,2016-01-02,8.4,2.5,988.75
4755,9434,2016-01-03,9.1,2.5,981.8
4756,9434,2016-01-04,11.8,1.7,973.45
4757,9434,2016-01-05,8.8,3.1,975.8499999999999
4758,9434,2016-01-06,8.8,8.3,980.3
4759,9434,2016-01-07,15.4,8.1,978.9000000000001
4760,9434,2016-01-08,16.8,2.5,978.5
4761,9434,2016-01-09,14.8,4.7,976.85
4762,9434,2016-01-10,16.2,9.2,973.7
4763,9434,2016-01-11,13.4,11.4,977.3499999999999
4764,9434,2016-01-12,9.6,3.6,989.9
4765,9434,2016-01-13,6.6,1.7,993.3
4766,9434,2016-01-14,8.1,2.8,987.85
4767,9434,2016-01-15,7.8,9.4,993.25
4768,9434,2016-01-16,5.6,7.8,997.75
4769,9434,2016-01-17,6.7,3.9,994.2
4770,9434,2016-01-18,8.0,5.0,985.8
4771,9434,2016-01-19,6.6,3.1,987.35
4772,9434,2016-01-20,6.0,1.7,987.3
4773,9434,2016-01-21,6.6,0.8,991.85
4774,9434,2016-01-22,6.6,1.1,998.05
4775,9434,2016-01-23,10.8,1.7,1002.3499999999999
4776,9434,2016-01-24,9.6,1.1,1001.6
4777,9434,2016-01-25,9.6,1.7,1000.75
4778,9434,2016-01-26,10.4,0.3,1000.75
4779,9434,2016-01-27,9.8,1.1,999.2
4780,9434,2016-01-28,9.4,3.3,999.0999999999999
4781,9434,2016-01-29,9.7,1.9,1002.3
4782,9434,2016-01-30,8.6,1.7,1001.7
4783,9434,2016-01-31,9.2,3.1,1000.55
4784,9434,2016-02-01,12.8,6.7,1000.45
4785,9434,2016-02-02,8.9,4.7,997.45
4786,9434,2016-02-03,10.3,8.6,1000.85
4787,9434,2016-02-04,8.4,6.1,1001.95
4788,9434,2016-02-05,6.8,1.7,998.2
4789,9434,2016-02-06,7.8,4.2,986.45
4790,9434,2016-02-07,9.8,6.4,985.0
4791,9434,2016-02-08,11.8,7.5,991.05
4792,9434,2016-02-09,13.8,8.9,983.8
4793,9434,2016-02-10,10.0,3.9,979.3
4794,9434,2016-02-11,9.6,3.1,981.2
4795,9434,2016-02-12,12.2,5.3,976.85
4796,9434,2016-02-13,16.6,5.8,971.5
4797,9434,2016-02-14,11.1,5.8,970.8
4798,9434,2016-02-15,7.4,11.1,983.3
4799,9434,2016-02-16,6.5,11.1,993.95
4800,9434,2016-02-17,4.6,1.1,990.9
4801,9434,2016-02-18,8.0,5.8,989.2
4802,9434,2016-02-19,7.2,4.7,995.5
4803,9434,2016-02-20,7.4,1.7,1000.1
4804,9434,2016-02-21,8.2,1.1,995.8
4805,9434,2016-02-22,10.7,2.8,989.5
4806,9434,2016-02-23,10.8,6.1,993.0
4807,9434,2016-02-24,11.6,3.3,987.0
4808,9434,2016-02-25,12.4,7.8,984.35
4809,9434,2016-02-26,10.4,3.3,975.25
4810,9434,2016-02-27,5.4,7.8,962.95
4811,9434,2016-02-28,8.1,11.1,973.05
4812,9434,2016-02-29,9.3,15.3,986.55
4813,9434,2016-03-01,10.0,8.9,994.95
4814,9434,2016-03-02,11.4,6.7,990.5999999999999
4815,9434,2016-03-03,10.1,7.8,987.6
4816,9434,2016-03-04,11.6,2.5,977.5
4817,9434,2016-03-05,8.6,5.3,976.1
4818,9434,2016-03-06,8.3,6.9,978.95
4819,9434,2016-03-07,8.7,6.9,978.6
4820,9434,2016-03-08,8.4,8.9,985.85
4821,9434,2016-03-09,8.2,6.1,983.8
4822,9434,2016-03-10,8.4,8.1,983.8
4823,9434,2016-03-11,9.2,10.0,989.2
4824,9434,2016-03-12,9.2,8.1,991.0
4825,9434,2016-03-13,9.6,8.6,988.5999999999999
4826,9434,2016-03-14,4.0,0.6,988.3
4827,9434,2016-03-15,7.6,2.8,989.25
4828,9434,2016-03-16,9.5,8.1,986.45
4829,9434,2016-03-17,8.3,1.9,988.95
4830,9434,2016-03-18,8.4,2.5,986.5999999999999
4831,9434,2016-03-19,10.4,3.9,982.9
4832,9434,2016-03-20,11.4,0.8,982.65
4833,9434,2016-03-21,13.3,2.8,981.95
4834,9434,2016-03-22,11.5,8.9,977.6
4835,9434,2016-03-23,11.0,12.5,978.7
4836,9434,2016-03-24,13.0,8.3,985.0999999999999
4837,9434,2016-03-25,10.8,4.7,990.25
4838,9434,2016-03-26,15.6,3.1,987.55
4839,9434,2016-03-27,14.4,3.1,986.25
4840,9434,2016-03-28,15.1,5.0,985.1500000000001
4841,9434,2016-03-29,15.9,3.1,985.3
4842,9434,2016-03-30,16.4,4.4,980.9
4843,9434,2016-03-31,11.3,7.8,980.85
4844,9434,2016-04-01,11.1,10.3,984.8
4845,9434,2016-04-02,10.5,2.5,981.8
4846,9434,2016-04-03,15.0,5.0,979.2
4847,9434,2016-04-04,11.4,2.8,976.5999999999999
4848,9434,2016-04-05,11.6,8.1,978.7
4849,9434,2016-04-06,13.3,9.7,984.9
4850,9434,2016-04-07,12.7,11.1,984.8
4851,9434,2016-04-08,10.2,10.0,985.0
4852,9434,2016-04-09,12.5,3.3,981.4000000000001
